"Total_Absenteeism_Hours","Total_Employees","Total_Aval_Hours","Payment_Date","Departament_id","Absenteeism_Type_id"
5,7,560,"20150228",16,2
14,7,560,"20150314",16,2
16,7,560,"20150411",16,2
6,7,560,"20150509",16,2
15.5,7,560,"20150523",16,2
24,7,560,"20150620",16,2
16,7,560,"20150704",16,2
1.92,7,560,"20150704",16,5
8,6,480,"20150718",16,2
10,7,560,"20150801",16,2
1.5,7,560,"20150815",16,2
27.2,6,480,"20151107",16,8
8,6,480,"20151107",16,2
3.2,6,480,"20151121",16,2
9,6,480,"20151205",16,2
20,6,480,"20151219",16,2
2,6,480,"20160102",16,2
16,6,480,"20160116",16,2
6,6,480,"20160130",16,2
16,6,480,"20160213",16,4
2.5,6,480,"20160213",16,2
10,6,480,"20160227",16,2
10,6,480,"20160312",16,2
10,7,560,"20160730",16,2
8,7,560,"20160813",16,5
12.5,7,560,"20160827",16,2
7.5,7,560,"20160910",16,2
1,7,560,"20161008",16,2
10.5,7,560,"20161119",16,2
8.7,7,560,"20161203",16,2
5.5,7,560,"20161217",16,2
6,7,560,"20170114",16,2
10,7,560,"20170128",16,2
3.7,7,560,"20170211",16,2
18,7,560,"20170225",16,2
3.2,7,560,"20170311",16,2
21.9,7,560,"20170325",16,3
80,7,560,"20170408",16,3
80,7,560,"20170422",16,3
67.1,7,560,"20170506",16,3
74.4,7,560,"20170520",16,3
24,7,560,"20170520",16,4
68.3,7,560,"20170603",16,3
8,7,560,"20170617",16,3
8,7,560,"20170617",16,2
8,7,560,"20170729",16,4
8,7,560,"20170826",16,2
8,8,640,"20171104",16,2
0.7,8,640,"20171118",16,2
2,8,640,"20171202",16,2
13.5,8,640,"20171216",16,2
21.5,8,640,"20171230",16,2
16,8,640,"20180113",16,2
9.7,7,560,"20180210",16,2
10.8,7,560,"20180224",16,2
9.5,7,560,"20180310",16,2
11.5,7,560,"20180324",16,2
3,7,560,"20180407",16,2
8,7,560,"20180421",16,2
8,7,560,"20180616",16,2
10,7,560,"20180630",16,2
27,7,560,"20180714",16,2
35,7,560,"20180728",16,2
10.2,7,560,"20180825",16,2
13,7,560,"20180922",16,2
15.2,7,560,"20181006",16,2
12,7,560,"20181020",16,2
8,7,560,"20181103",16,2
3,7,560,"20181117",16,2
13.5,7,560,"20181201",16,2
30,7,560,"20181215",16,2
24,7,560,"20181229",16,2
8,6,480,"20190126",16,4
9.5,6,480,"20190209",16,2
23.5,6,480,"20190223",16,2
6,6,480,"20190323",16,2
1.5,6,480,"20190406",16,2
10.5,6,480,"20190420",16,2
3,6,480,"20190504",16,2
27,6,480,"20190518",16,2
5.7,6,480,"20190601",16,2
16,6,480,"20190615",16,2
15.9,6,480,"20190629",16,2
13,18,1440,"20130720",17,2
23,18,1440,"20130803",17,2
11.5,17,1360,"20130817",17,2
48.2,17,1360,"20130831",17,2
56,17,1360,"20130914",17,2
39,17,1360,"20130928",17,2
66.5,17,1360,"20131012",17,2
25.95,16,1280,"20131026",17,2
62,15,1200,"20131109",17,2
18,14,1120,"20131123",17,2
47.5,14,1120,"20131207",17,2
4,14,1120,"20131221",17,2
11,14,1120,"20140118",17,2
18,16,1280,"20140201",17,2
22,16,1280,"20140215",17,2
38.5,16,1280,"20140301",17,2
17.5,16,1280,"20140315",17,2
32.5,16,1280,"20140329",17,2
23.5,16,1280,"20140412",17,2
56,16,1280,"20140412",17,5
41,16,1280,"20140426",17,2
38.5,16,1280,"20140510",17,2
50.5,16,1280,"20140524",17,2
11.5,16,1280,"20140607",17,2
43,16,1280,"20140621",17,2
41.76,17,1360,"20140705",17,2
73.5,16,1280,"20140719",17,3
6,16,1280,"20140719",17,4
7.5,16,1280,"20140719",17,2
21,16,1280,"20140802",17,4
13.5,16,1280,"20140802",17,2
70.5,16,1280,"20140816",17,3
30,16,1280,"20140816",17,2
80,16,1280,"20140830",17,3
14.5,16,1280,"20140830",17,2
24,17,1360,"20140913",17,4
8,17,1360,"20140913",17,2
10,16,1280,"20140927",17,2
13.5,17,1360,"20141011",17,3
33.9,17,1360,"20141011",17,2
8,17,1360,"20141025",17,3
22.3,17,1360,"20141025",17,2
30.5,17,1360,"20141108",17,2
6.5,17,1360,"20141108",17,5
41,17,1360,"20141122",17,3
3,17,1360,"20141122",17,2
2.5,17,1360,"20141122",17,5
56,18,1440,"20141206",17,3
17,18,1440,"20141206",17,2
3.5,18,1440,"20141206",17,5
12,17,1360,"20141220",17,3
68,17,1360,"20141220",17,2
16.5,18,1440,"20150103",17,2
3,17,1360,"20150117",17,3
20,17,1360,"20150117",17,2
25.2,19,1520,"20150131",17,2
29,18,1440,"20150214",17,2
2,18,1440,"20150228",17,3
34,18,1440,"20150228",17,2
3,17,1360,"20150314",17,3
47,17,1360,"20150314",17,2
31.5,16,1280,"20150328",17,2
3.5,16,1280,"20150411",17,3
4.5,16,1280,"20150411",17,2
9,16,1280,"20150425",17,3
22.7,16,1280,"20150425",17,2
29,16,1280,"20150509",17,2
12.5,16,1250,"20150523",17,2
7,17,1330,"20150606",17,2
28.5,15,1170,"20150620",17,2
3,16,1250,"20150704",17,2
10,16,1250,"20150801",17,2
2,17,1330,"20150815",17,2
24,17,1330,"20150829",17,4
7,17,1330,"20150829",17,2
17.5,18,1410,"20150912",17,2
36,18,1410,"20150926",17,2
61.4,18,1410,"20151010",17,2
19,19,1490,"20151024",17,2
24,18,1410,"20151107",17,4
20.5,18,1410,"20151107",17,2
16,18,1410,"20151121",17,2
4.1,20,1570,"20151205",17,2
19.4,19,1490,"20151219",17,2
15.7,20,1570,"20160102",17,2
22,19,1490,"20160116",17,2
4,21,1650,"20160130",17,2
40.6,21,1650,"20160213",17,2
24,22,1730,"20160227",17,2
31,21,1650,"20160312",17,2
2,21,1650,"20160326",17,2
11,21,1650,"20160409",17,2
11,20,1570,"20160423",17,2
2,20,1570,"20160507",17,2
16,20,1570,"20160521",17,2
25.4,21,1650,"20160604",17,2
45.5,22,1730,"20160618",17,2
8,21,1650,"20160716",17,4
40,21,1650,"20160730",17,10
9,21,1650,"20160730",17,2
80,22,1730,"20160813",17,10
13.5,22,1730,"20160813",17,2
80,22,1730,"20160827",17,10
15.4,22,1730,"20160827",17,2
23.08,22,1730,"20160910",17,10
30,22,1730,"20160910",17,2
41.9,22,1730,"20160924",17,2
73.22,22,1730,"20160924",17,5
71.2,22,1730,"20161008",17,2
48.12,22,1730,"20161008",17,5
47,22,1730,"20161022",17,2
8,22,1730,"20161105",17,4
17.5,22,1730,"20161105",17,2
16,22,1730,"20161119",17,4
34,22,1730,"20161119",17,2
29.5,22,1730,"20161203",17,2
72.7,22,1730,"20161217",17,2
60.9,22,1730,"20161231",17,2
21.2,22,1730,"20170114",17,2
4,22,1730,"20170128",17,2
31.5,23,1810,"20170211",17,2
50.9,23,1810,"20170225",17,2
54.1,24,1890,"20170311",17,2
11.2,23,1810,"20170325",17,2
15,23,1810,"20170408",17,2
22.4,23,1810,"20170422",17,2
17,23,1810,"20170506",17,2
75.2,23,1810,"20170520",17,2
27.3,23,1810,"20170603",17,2
13,23,1810,"20170617",17,2
60.65,23,1810,"20170701",17,2
15.5,23,1810,"20170715",17,2
45.9,23,1810,"20170729",17,2
24,23,1810,"20170812",17,4
5.5,23,1810,"20170812",17,2
104.3,22,1730,"20170826",17,2
16,21,1650,"20170909",17,4
68.5,21,1650,"20170909",17,2
32.5,21,1650,"20170923",17,2
26.2,21,1650,"20171007",17,2
1.5,21,1650,"20171021",17,2
4,20,1570,"20171104",17,8
22.3,20,1570,"20171104",17,2
18,20,1570,"20171118",17,2
16.5,20,1570,"20171202",17,2
31,20,1570,"20171216",17,2
26.5,20,1570,"20171230",17,2
24,21,1650,"20180113",17,2
62.5,21,1650,"20180127",17,2
45.7,20,1570,"20180210",17,2
21.7,20,1570,"20180224",17,2
23.3,20,1570,"20180310",17,2
21.3,20,1570,"20180324",17,2
10.5,20,1570,"20180407",17,2
35.9,20,1570,"20180421",17,2
41.4,20,1570,"20180505",17,2
36.4,20,1570,"20180519",17,2
8,21,1650,"20180602",17,4
24.2,21,1650,"20180602",17,2
18.9,21,1650,"20180616",17,2
50,21,1650,"20180630",17,2
16,23,1810,"20180714",17,2
6,23,1810,"20180728",17,2
25,23,1810,"20180811",17,2
40,24,1860,"20180825",17,2
36,24,1860,"20180825",17,5
48,24,1860,"20180908",17,4
16,24,1860,"20180908",17,8
64,24,1860,"20180908",17,2
8,24,1860,"20180908",17,5
8,25,1940,"20180922",17,2
31.6,25,1940,"20181006",17,2
8,25,1940,"20181020",17,4
39.4,25,1940,"20181020",17,2
8,25,1940,"20181103",17,4
20,25,1940,"20181103",17,2
8,25,1940,"20181117",17,4
34.2,25,1940,"20181117",17,2
8,26,2020,"20181201",17,4
23.5,26,2020,"20181201",17,2
63.8,26,2020,"20181215",17,2
12,26,2020,"20181229",17,2
16,25,1940,"20190112",17,4
76.6,25,1940,"20190112",17,2
8,25,1940,"20190126",17,4
17.9,25,1940,"20190126",17,2
37.5,26,2020,"20190209",17,2
13.8,26,2020,"20190223",17,2
53.2,26,2020,"20190309",17,2
24,25,1940,"20190323",17,4
50,25,1940,"20190323",17,2
62.7,25,1940,"20190406",17,2
14.9,25,1940,"20190420",17,2
11.1,25,1940,"20190504",17,2
8,25,1940,"20190518",17,4
19.5,25,1940,"20190518",17,2
8,25,1940,"20190601",17,4
18.7,25,1940,"20190601",17,2
8,24,1860,"20190615",17,4
33.1,24,1860,"20190615",17,2
30.7,24,1860,"20190629",17,2
153.5,290,20053,"20130720",18,3
62.5,290,20053,"20130720",18,4
120,290,20053,"20130720",18,9
392.7,290,20053,"20130720",18,2
172,287,19893,"20130803",18,3
88,287,19893,"20130803",18,4
120,287,19893,"20130803",18,9
399.5,287,19893,"20130803",18,2
1.02,287,19893,"20130803",18,5
162.5,282,19589,"20130817",18,3
120,282,19589,"20130817",18,9
397.7,282,19589,"20130817",18,2
17.5,282,19589,"20130817",18,6
109.5,281,19669,"20130831",18,3
56,281,19669,"20130831",18,4
120,281,19669,"20130831",18,9
363,281,19669,"20130831",18,2
8,281,19669,"20130831",18,7
80,281,19669,"20130831",18,6
98,280,19589,"20130914",18,3
120,280,19589,"20130914",18,9
272.82,280,19589,"20130914",18,2
80,280,19589,"20130914",18,6
232.5,281,19639,"20130928",18,3
8,281,19639,"20130928",18,4
120,281,19639,"20130928",18,9
440.04,281,19639,"20130928",18,2
304,279,19437,"20131012",18,3
33,279,19437,"20131012",18,4
20,279,19437,"20131012",18,9
376.1,279,19437,"20131012",18,2
64,279,19437,"20131012",18,6
290.2,280,19549,"20131026",18,3
65,280,19549,"20131026",18,4
40,280,19549,"20131026",18,10
16,280,19549,"20131026",18,9
298.3,280,19549,"20131026",18,2
27.5,280,19549,"20131026",18,6
232.9,280,19509,"20131109",18,3
20,280,19509,"20131109",18,10
60,280,19509,"20131109",18,9
491.7,280,19509,"20131109",18,2
27,280,19509,"20131109",18,6
207.4,279,19429,"20131123",18,3
24,279,19429,"20131123",18,4
19,279,19429,"20131123",18,10
80,279,19429,"20131123",18,9
343.9,279,19429,"20131123",18,2
12,279,19429,"20131123",18,6
112.7,276,19330,"20131207",18,3
8,276,19330,"20131207",18,4
30,276,19330,"20131207",18,10
80,276,19330,"20131207",18,9
269.72,276,19330,"20131207",18,2
3,276,19330,"20131207",18,6
87,277,19410,"20131221",18,3
20.5,277,19410,"20131221",18,4
30,277,19410,"20131221",18,10
80,277,19410,"20131221",18,9
461.3,277,19410,"20131221",18,2
1,277,19410,"20131221",18,6
83,277,19359,"20140104",18,3
6,277,19359,"20140104",18,8
15,277,19359,"20140104",18,10
80,277,19359,"20140104",18,9
220,277,19359,"20140104",18,2
32,277,19359,"20140104",18,5
87,281,19729,"20140118",18,3
8,281,19729,"20140118",18,4
34,281,19729,"20140118",18,8
120,281,19729,"20140118",18,9
256.4,281,19729,"20140118",18,2
80,281,19729,"20140118",18,5
104.4,281,19637,"20140201",18,3
32,281,19637,"20140201",18,4
44,281,19637,"20140201",18,8
80,281,19637,"20140201",18,9
481.1,281,19637,"20140201",18,2
80,281,19637,"20140201",18,5
90,284,19913,"20140215",18,3
16,284,19913,"20140215",18,4
12.5,284,19913,"20140215",18,8
80,284,19913,"20140215",18,9
524.33,284,19913,"20140215",18,2
80,284,19913,"20140215",18,5
58.5,284,19974,"20140301",18,3
20,284,19974,"20140301",18,4
8,284,19974,"20140301",18,8
80,284,19974,"20140301",18,9
386.6,284,19974,"20140301",18,2
80,284,19974,"20140301",18,5
131,286,20074,"20140315",18,3
7.5,286,20074,"20140315",18,10
80,286,20074,"20140315",18,9
366.2,286,20074,"20140315",18,2
80,286,20074,"20140315",18,5
368.5,286,20034,"20140329",18,3
5,286,20034,"20140329",18,4
40,286,20034,"20140329",18,10
80,286,20034,"20140329",18,9
331.2,286,20034,"20140329",18,2
80,286,20034,"20140329",18,5
72,286,20034,"20140329",18,6
266,286,20126,"20140412",18,3
8,286,20126,"20140412",18,4
32,286,20126,"20140412",18,10
80,286,20126,"20140412",18,9
262.4,286,20126,"20140412",18,2
80,286,20126,"20140412",18,5
80,286,20126,"20140412",18,6
198,287,20146,"20140426",18,3
80,287,20146,"20140426",18,9
295.42,287,20146,"20140426",18,2
80,287,20146,"20140426",18,5
80,287,20146,"20140426",18,6
235.5,284,19956,"20140510",18,3
32,284,19956,"20140510",18,4
80,284,19956,"20140510",18,9
139.3,284,19956,"20140510",18,2
80,284,19956,"20140510",18,5
80,284,19956,"20140510",18,6
220.7,284,19903,"20140524",18,3
80,284,19903,"20140524",18,9
255.7,284,19903,"20140524",18,2
80,284,19903,"20140524",18,5
80,284,19903,"20140524",18,6
128.8,283,19886,"20140607",18,3
80,283,19886,"20140607",18,9
158,283,19886,"20140607",18,2
128.2,283,19886,"20140607",18,5
80,283,19886,"20140607",18,6
52,283,19863,"20140621",18,3
13,283,19863,"20140621",18,4
80,283,19863,"20140621",18,9
243.7,283,19863,"20140621",18,2
160,283,19863,"20140621",18,5
16,283,19863,"20140621",18,6
76.2,284,20013,"20140705",18,3
10,284,20013,"20140705",18,8
80,284,20013,"20140705",18,9
291,284,20013,"20140705",18,2
80,284,20013,"20140705",18,5
169.5,285,20033,"20140719",18,3
11.5,285,20033,"20140719",18,4
9.5,285,20033,"20140719",18,8
80,285,20033,"20140719",18,9
240.8,285,20033,"20140719",18,2
80,285,20033,"20140719",18,5
173.1,285,19993,"20140802",18,3
54,285,19993,"20140802",18,4
80,285,19993,"20140802",18,9
155,285,19993,"20140802",18,2
80,285,19993,"20140802",18,5
30.9,282,19763,"20140816",18,3
80,282,19763,"20140816",18,9
286.4,282,19763,"20140816",18,2
80,282,19763,"20140816",18,5
97,282,19793,"20140830",18,3
40,282,19793,"20140830",18,4
8,282,19793,"20140830",18,8
88,282,19793,"20140830",18,9
202.7,282,19793,"20140830",18,2
83.5,281,19773,"20140913",18,3
4,281,19773,"20140913",18,8
96,281,19773,"20140913",18,9
188.14,281,19773,"20140913",18,2
4.98,281,19773,"20140913",18,5
51,287,20093,"20140927",18,3
32,287,20093,"20140927",18,4
3,287,20093,"20140927",18,8
160,287,20093,"20140927",18,9
362.3,287,20093,"20140927",18,2
30.1,289,20253,"20141011",18,3
88,289,20253,"20141011",18,9
460.25,289,20253,"20141011",18,2
71.7,289,20286,"20141025",18,3
112,289,20286,"20141025",18,9
409.2,289,20286,"20141025",18,2
5.06,289,20286,"20141025",18,5
144.3,291,20376,"20141108",18,3
8,291,20376,"20141108",18,4
88,291,20376,"20141108",18,9
284.9,291,20376,"20141108",18,2
207,286,20076,"20141122",18,3
8,286,20076,"20141122",18,4
104,286,20076,"20141122",18,9
501.5,286,20076,"20141122",18,2
199,290,20316,"20141206",18,3
64,290,20316,"20141206",18,4
80,290,20316,"20141206",18,9
223,290,20316,"20141206",18,2
158,289,20246,"20141220",18,3
9.5,289,20246,"20141220",18,4
112,289,20246,"20141220",18,9
388.9,289,20246,"20141220",18,2
205.2,288,20061,"20150103",18,3
53,288,20061,"20150103",18,4
80,288,20061,"20150103",18,9
266.5,288,20061,"20150103",18,2
187.5,284,19901,"20150117",18,3
112,284,19901,"20150117",18,9
556.62,284,19901,"20150117",18,2
33.96,284,19901,"20150117",18,5
237.5,288,20081,"20150131",18,3
18,288,20081,"20150131",18,4
88,288,20081,"20150131",18,9
252.86,288,20081,"20150131",18,2
16.62,288,20081,"20150131",18,5
234,288,20161,"20150214",18,3
40,288,20161,"20150214",18,10
80,288,20161,"20150214",18,9
385.2,288,20161,"20150214",18,2
3.7,288,20161,"20150214",18,5
286,290,20321,"20150228",18,3
16,290,20321,"20150228",18,4
18.5,290,20321,"20150228",18,8
60,290,20321,"20150228",18,10
144,290,20321,"20150228",18,9
524.5,290,20321,"20150228",18,2
4.18,290,20321,"20150228",18,5
318.7,291,20401,"20150314",18,3
40,291,20401,"20150314",18,4
80,291,20401,"20150314",18,10
160,291,20401,"20150314",18,9
420.2,291,20401,"20150314",18,2
180.3,290,20361,"20150328",18,3
16,290,20361,"20150328",18,4
100,290,20361,"20150328",18,10
160,290,20361,"20150328",18,9
406.6,290,20361,"20150328",18,2
203,291,20361,"20150411",18,3
56,291,20361,"20150411",18,4
7.7,291,20361,"20150411",18,8
80,291,20361,"20150411",18,10
160,291,20361,"20150411",18,9
374.6,291,20361,"20150411",18,2
8,291,20361,"20150411",18,5
172,290,20341,"20150425",18,3
44,290,20341,"20150425",18,4
160,290,20341,"20150425",18,10
160,290,20341,"20150425",18,9
288.9,290,20341,"20150425",18,2
293,291,20361,"20150509",18,3
16,291,20361,"20150509",18,4
160,291,20361,"20150509",18,9
270.74,291,20361,"20150509",18,2
20,291,20361,"20150509",18,5
290.5,294,20551,"20150523",18,3
3.5,294,20551,"20150523",18,4
144,294,20551,"20150523",18,9
297.08,294,20551,"20150523",18,2
20,294,20551,"20150523",18,7
264.9,294,20495,"20150606",18,3
24,294,20495,"20150606",18,4
8,294,20495,"20150606",18,10
144,294,20495,"20150606",18,9
409.4,294,20495,"20150606",18,2
19.9,294,20495,"20150606",18,5
215.5,292,20388,"20150620",18,3
32,292,20388,"20150620",18,10
136,292,20388,"20150620",18,9
355,292,20388,"20150620",18,2
81,295,20598,"20150704",18,3
16,295,20598,"20150704",18,4
36,295,20598,"20150704",18,10
120,295,20598,"20150704",18,9
378.9,295,20598,"20150704",18,2
16.5,292,20398,"20150718",18,3
20,292,20398,"20150718",18,4
80,292,20398,"20150718",18,10
80,292,20398,"20150718",18,9
306.2,292,20398,"20150718",18,2
5.3,291,20398,"20150801",18,3
55,291,20398,"20150801",18,8
80,291,20398,"20150801",18,10
80,291,20398,"20150801",18,9
382.5,291,20398,"20150801",18,2
112.7,287,20046,"20150815",18,3
60,287,20046,"20150815",18,4
64,287,20046,"20150815",18,8
80,287,20046,"20150815",18,10
120,287,20046,"20150815",18,9
247.6,287,20046,"20150815",18,2
154.1,283,19936,"20150829",18,3
24,283,19936,"20150829",18,4
73.9,283,19936,"20150829",18,8
80,283,19936,"20150829",18,10
96,283,19936,"20150829",18,9
292.1,283,19936,"20150829",18,2
104,283,19936,"20150829",18,6
204,283,19976,"20150912",18,3
180.5,283,19976,"20150912",18,4
46.7,283,19976,"20150912",18,8
40,283,19976,"20150912",18,10
128,283,19976,"20150912",18,9
225.7,283,19976,"20150912",18,2
80,283,19976,"20150912",18,6
129.96,283,19992,"20150926",18,3
26,283,19992,"20150926",18,4
160,283,19992,"20150926",18,9
428.81,283,19992,"20150926",18,2
8.04,283,19992,"20150926",18,5
80,283,19992,"20150926",18,6
153.7,283,19992,"20151010",18,3
9,283,19992,"20151010",18,4
56,283,19992,"20151010",18,9
346.65,283,19992,"20151010",18,2
36.9,283,19992,"20151010",18,5
80,283,19992,"20151010",18,6
93.25,281,19872,"20151024",18,3
16,281,19872,"20151024",18,4
120,281,19872,"20151024",18,9
344.7,281,19872,"20151024",18,2
20.75,281,19872,"20151024",18,5
80,281,19872,"20151024",18,6
110,286,20216,"20151107",18,3
8,286,20216,"20151107",18,4
5.5,286,20216,"20151107",18,8
160,286,20216,"20151107",18,9
347.04,286,20216,"20151107",18,2
12.3,286,20216,"20151107",18,5
80,286,20216,"20151107",18,6
153.25,287,20184,"20151121",18,3
28,287,20184,"20151121",18,4
136,287,20184,"20151121",18,9
526.6,287,20184,"20151121",18,2
4.85,287,20184,"20151121",18,5
80,287,20184,"20151121",18,6
189.31,289,20336,"20151205",18,3
12.5,289,20336,"20151205",18,8
88,289,20336,"20151205",18,9
258.74,289,20336,"20151205",18,2
59.84,289,20336,"20151205",18,5
80,289,20336,"20151205",18,6
316.1,289,20356,"20151219",18,3
36,289,20356,"20151219",18,4
88,289,20356,"20151219",18,9
480.45,289,20356,"20151219",18,2
80,289,20356,"20151219",18,6
249.5,289,20256,"20160102",18,3
8,289,20256,"20160102",18,4
80,289,20256,"20160102",18,10
80,289,20256,"20160102",18,9
176.3,289,20256,"20160102",18,2
0,289,20256,"20160102",18,5
80,289,20256,"20160102",18,6
87.8,287,20104,"20160116",18,3
32,287,20104,"20160116",18,4
80,287,20104,"20160116",18,10
88,287,20104,"20160116",18,9
449.7,287,20104,"20160116",18,2
80,287,20104,"20160116",18,6
54.4,292,20536,"20160130",18,3
16,292,20536,"20160130",18,4
14.5,292,20536,"20160130",18,8
96,292,20536,"20160130",18,10
96,292,20536,"20160130",18,9
430.3,292,20536,"20160130",18,2
80,292,20536,"20160130",18,6
41.5,290,20424,"20160213",18,3
59,290,20424,"20160213",18,8
120,290,20424,"20160213",18,10
96,290,20424,"20160213",18,9
388.19,290,20424,"20160213",18,2
10.37,290,20424,"20160213",18,5
80,290,20424,"20160213",18,6
234.4,291,20536,"20160227",18,3
24,291,20536,"20160227",18,4
120,291,20536,"20160227",18,10
120,291,20536,"20160227",18,9
407.02,291,20536,"20160227",18,2
38.31,291,20536,"20160227",18,5
80,291,20536,"20160227",18,6
196.4,297,20776,"20160312",18,3
48,297,20776,"20160312",18,10
104,297,20776,"20160312",18,9
508.3,297,20776,"20160312",18,2
76,297,20776,"20160312",18,5
80,297,20776,"20160312",18,6
166.8,300,20936,"20160326",18,3
8,300,20936,"20160326",18,4
32,300,20936,"20160326",18,10
80,300,20936,"20160326",18,9
398.5,300,20936,"20160326",18,2
0,300,20936,"20160326",18,5
80,300,20936,"20160326",18,6
86.1,300,20864,"20160409",18,3
160,300,20864,"20160409",18,9
394.56,300,20864,"20160409",18,2
11.68,300,20864,"20160409",18,5
80,300,20864,"20160409",18,6
58.95,299,20752,"20160423",18,3
8,299,20752,"20160423",18,4
53,299,20752,"20160423",18,8
184,299,20752,"20160423",18,9
388.8,299,20752,"20160423",18,2
80,299,20752,"20160423",18,6
72.7,300,20936,"20160507",18,3
13,300,20936,"20160507",18,4
240,300,20936,"20160507",18,9
324.35,300,20936,"20160507",18,2
80,300,20936,"20160507",18,6
162.4,300,20896,"20160521",18,3
32,300,20896,"20160521",18,4
40,300,20896,"20160521",18,10
168,300,20896,"20160521",18,9
490.35,300,20896,"20160521",18,2
80,300,20896,"20160521",18,6
182.2,303,21056,"20160604",18,3
24,303,21056,"20160604",18,4
40,303,21056,"20160604",18,10
168,303,21056,"20160604",18,9
346.48,303,21056,"20160604",18,2
7.34,303,21056,"20160604",18,5
44,303,21056,"20160604",18,6
226.3,298,20856,"20160618",18,3
8,298,20856,"20160618",18,4
20,298,20856,"20160618",18,10
200,298,20856,"20160618",18,9
298.05,298,20856,"20160618",18,2
12,298,20856,"20160618",18,5
40,298,20856,"20160618",18,6
173.9,298,20876,"20160702",18,3
32,298,20876,"20160702",18,4
192,298,20876,"20160702",18,9
282.9,298,20876,"20160702",18,2
14.5,298,20876,"20160702",18,7
0,298,20876,"20160702",18,5
40,298,20876,"20160702",18,6
134.3,298,20856,"20160716",18,3
84,298,20856,"20160716",18,4
1.5,298,20856,"20160716",18,8
160,298,20856,"20160716",18,9
336.14,298,20856,"20160716",18,2
24,298,20856,"20160716",18,7
12,298,20856,"20160716",18,5
40,298,20856,"20160716",18,6
162.9,299,20896,"20160730",18,3
47,299,20896,"20160730",18,10
176,299,20896,"20160730",18,9
276.51,299,20896,"20160730",18,2
17.95,299,20896,"20160730",18,5
40,299,20896,"20160730",18,6
200.1,299,20936,"20160813",18,3
160,299,20936,"20160813",18,10
200,299,20936,"20160813",18,9
241.7,299,20936,"20160813",18,2
8,299,20936,"20160813",18,7
40,299,20936,"20160813",18,6
231.5,300,20993,"20160827",18,3
12,300,20993,"20160827",18,4
160,300,20993,"20160827",18,10
240,300,20993,"20160827",18,9
276.3,300,20993,"20160827",18,2
88,300,20993,"20160827",18,6
289,296,20793,"20160910",18,3
48,296,20793,"20160910",18,4
160,296,20793,"20160910",18,10
200,296,20793,"20160910",18,9
216,296,20793,"20160910",18,2
41,296,20793,"20160910",18,6
239.4,298,20841,"20160924",18,3
88,298,20841,"20160924",18,10
200,298,20841,"20160924",18,9
332.25,298,20841,"20160924",18,2
32.52,298,20841,"20160924",18,5
40,298,20841,"20160924",18,6
235.7,301,20961,"20161008",18,3
52,301,20961,"20161008",18,4
8,301,20961,"20161008",18,8
80,301,20961,"20161008",18,10
200,301,20961,"20161008",18,9
333.3,301,20961,"20161008",18,2
40,301,20961,"20161008",18,6
196,297,20681,"20161022",18,3
112,297,20681,"20161022",18,10
176,297,20681,"20161022",18,9
390.23,297,20681,"20161022",18,2
0,297,20681,"20161022",18,5
36,297,20681,"20161022",18,6
174.5,299,20801,"20161105",18,3
35.5,299,20801,"20161105",18,4
40,299,20801,"20161105",18,10
192,299,20801,"20161105",18,9
294.54,299,20801,"20161105",18,2
32,299,20801,"20161105",18,5
40,299,20801,"20161105",18,6
201.5,299,20801,"20161119",18,3
16,299,20801,"20161119",18,4
40,299,20801,"20161119",18,10
176,299,20801,"20161119",18,9
430.57,299,20801,"20161119",18,2
16,299,20801,"20161119",18,7
80,299,20801,"20161119",18,5
40,299,20801,"20161119",18,6
190.2,299,20761,"20161203",18,3
15,299,20761,"20161203",18,4
40,299,20761,"20161203",18,10
200,299,20761,"20161203",18,9
350.1,299,20761,"20161203",18,2
7.5,299,20761,"20161203",18,7
48,299,20761,"20161203",18,5
64,299,20761,"20161203",18,6
130.3,301,20881,"20161217",18,3
14,301,20881,"20161217",18,4
16,301,20881,"20161217",18,8
160,301,20881,"20161217",18,9
429,301,20881,"20161217",18,2
80,301,20881,"20161217",18,6
92,301,20881,"20161231",18,3
35,301,20881,"20161231",18,4
160,301,20881,"20161231",18,9
258.81,301,20881,"20161231",18,2
72,301,20881,"20161231",18,6
164.6,296,20521,"20170114",18,3
40,296,20521,"20170114",18,4
0,296,20521,"20170114",18,10
208,296,20521,"20170114",18,9
416.74,296,20521,"20170114",18,2
0,296,20521,"20170114",18,5
112,296,20521,"20170114",18,6
180.6,293,20361,"20170128",18,3
81.5,293,20361,"20170128",18,4
128,293,20361,"20170128",18,9
427.66,293,20361,"20170128",18,2
104,293,20361,"20170128",18,6
205,295,20481,"20170211",18,3
28,295,20481,"20170211",18,4
104,295,20481,"20170211",18,9
603.29,295,20481,"20170211",18,2
0,295,20481,"20170211",18,5
80,295,20481,"20170211",18,6
164.7,293,20401,"20170225",18,3
64,293,20401,"20170225",18,4
104,293,20401,"20170225",18,9
657.79,293,20401,"20170225",18,2
15.9,293,20401,"20170225",18,7
45.91,293,20401,"20170225",18,5
80,293,20401,"20170225",18,6
65.5,292,20473,"20170311",18,3
8,292,20473,"20170311",18,4
30,292,20473,"20170311",18,8
104,292,20473,"20170311",18,9
388.25,292,20473,"20170311",18,2
8,292,20473,"20170311",18,7
30,292,20473,"20170311",18,5
80,292,20473,"20170311",18,6
89.7,293,20553,"20170325",18,3
18,293,20553,"20170325",18,8
136,293,20553,"20170325",18,9
